code,system,display,definition,synonym
UN-0225,unani,Safra ka Ghalaba,"'Safra ka Ghalaba' refers to biliary colic. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Biliary colic
UN-0226,unani,Qabz-e-Haml,"'Qabz-e-Haml' refers to constipation in pregnancy. Typical features include infrequent, hard stools and straining, gynecologic symptoms such as pelvic pain or cycle changes. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Constipation in pregnancy
UN-0227,unani,Nafkha-e-Haml,"'Nafkha-e-Haml' refers to bloating in pregnancy. Typical features include gynecologic symptoms such as pelvic pain or cycle changes. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Bloating in pregnancy
UN-0228,unani,Sartan-e-Masana,"'Sartan-e-Masana' refers to bladder cancer. Typical features include progressive mass-related symptoms depending on site. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Bladder cancer
UN-0229,unani,Iltihab-e-Pankriyās,"'Iltihab-e-Pankriyās' refers to pancreatitis. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Pancreatitis
UN-0230,unani,Iltihab-e-Mafasil-e-Niqrisi,"'Iltihab-e-Mafasil-e-Niqrisi' refers to gouty arthritis. Typical features include joint inflammation, stiffness, or nerve-related pain. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Gouty arthritis
UN-0231,unani,Waja'-al-Qalb,"'Waja'-al-Qalb' refers to angina pectoris. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Angina pectoris
UN-0232,unani,Zo'f-e-Tahallul-e-Ghiza,"'Zo'f-e-Tahallul-e-Ghiza' refers to malabsorption syndrome. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Malabsorption syndrome
UN-0233,unani,Sozish-e-Halaq,"'Sozish-e-Halaq' refers to sore throat. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Sore throat
UN-0234,unani,Fasadu'l-Hazm,"'Fasadu'l-Hazm' refers to functional dyspepsia. Typical features include epigastric discomfort, burning, and dyspepsia. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Functional dyspepsia
UN-0235,unani,Zo'f-e-Basarat-e-Shab,"'Zo'f-e-Basarat-e-Shab' refers to nyctalopia (night blindness). Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Nyctalopia
UN-0236,unani,Zo'f-e-Basarat-e-Nahari,"'Zo'f-e-Basarat-e-Nahari' refers to photophobia/visual fatigue. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Photophobia
UN-0237,unani,Qarha-e-Qornia,"'Qarha-e-Qornia' refers to corneal ulcer. Typical features include localized ulceration, burning pain, and tenderness. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Corneal ulcer
UN-0238,unani,Sha'rah,"'Sha'rah' refers to pterygium. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Pterygium
UN-0239,unani,Iltihab-e-Qalb,"'Iltihab-e-Qalb' refers to myocarditis. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Myocarditis
UN-0240,unani,Iltihab-e-Ghilaf-e-Qalb,"'Iltihab-e-Ghilaf-e-Qalb' refers to pericarditis. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Pericarditis
UN-0241,unani,Iltihab-e-Sharayeen,"'Iltihab-e-Sharayeen' refers to arteritis. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Arteritis
UN-0242,unani,Bawari-e-Muzmin,"'Bawari-e-Muzmin' refers to chronic goiter. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Chronic goiter
UN-0243,unani,Qillat-e-Qalb ki Dhadkan,"'Qillat-e-Qalb ki Dhadkan' refers to bradycardia. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Bradycardia
UN-0244,unani,Izdiad-e-Dhadkan,"'Izdiad-e-Dhadkan' refers to tachycardia. Typical features include symptoms vary by severity and temperament (mizaj). Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Tachycardia
UN-0245,unani,Bukhari Sar dard ke Sath,"'Bukhari Sar dard ke Sath' refers to fever with headache. Typical features include pyrexia, chills, malaise, neurological symptoms such as headache or dizziness. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Fever with headache
UN-0246,unani,Bukhari Sard Zukam,"'Bukhari Sard Zukam' refers to influenza-like illness. Typical features include airway irritation, cough, and breathing difficulty. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Influenza-like illness
UN-0247,unani,Bukhar-e-Mutadil,"'Bukhar-e-Mutadil' refers to low-grade fever. Typical features include pyrexia, chills, malaise. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Low-grade fever
UN-0248,unani,Bukhar-e-Shadid,"'Bukhar-e-Shadid' refers to high-grade fever. Typical features include pyrexia, chills, malaise. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",High-grade fever
UN-0249,unani,Khansi Balghami,"'Khansi Balghami' refers to productive cough. Typical features include airway irritation, cough, and breathing difficulty. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Productive cough
UN-0250,unani,Khansi Khushk,"'Khansi Khushk' refers to dry cough. Typical features include airway irritation, cough, and breathing difficulty. Management traditionally considers correction of temperament (mizaj), dietetic measures (ilaj‑bil‑ghiza), regimenal therapy (ilaj‑bit‑tadbeer), and drugs (ilaj‑bid‑dawa) as appropriate.",Dry cough
SI-0001,siddha,Gunmam,Inflammation of the gastric mucosa.,Gastritis
SI-0002,siddha,Akkaram,Excess gastric acid with heartburn/regurgitation.,Hyperacidity
SI-0003,siddha,Athisaram,Diarrhoea: brief clinical description not available.,Diarrhoea
SI-0004,siddha,Kazhichal,Inflammatory diarrhoea with blood and mucus.,Dysentery
SI-0005,siddha,Malakattu,Infrequent or difficult stool passage.,Constipation
SI-0006,siddha,Kamalai,Yellow discoloration from elevated bilirubin.,Jaundice
SI-0007,siddha,Kalleeral Noi,Liver disease: brief clinical description not available.,Liver disease
SI-0008,siddha,Manneeral Noi,"Enlarged spleen from infection, congestion, or hematologic disease.",Splenomegaly
SI-0009,siddha,Peruvayuru,Free intraperitoneal fluid accumulation.,Ascites
SI-0010,siddha,Parisa Vali,Cramping abdominal pain due to smooth‑muscle spasm.,Abdominal colic
SI-0011,siddha,Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0012,siddha,Kaasam,Reflex to clear airways; may be acute or chronic.,Cough
SI-0013,siddha,Erumal,Cough persisting for eight weeks or more.,Chronic cough
SI-0014,siddha,Eraippu Noi,Chronic airway inflammation with variable airflow limitation and wheeze.,Asthma
SI-0015,siddha,Neer Mookkadaippu,IgE‑mediated nasal inflammation with sneezing and rhinorrhoea.,Allergic rhinitis
SI-0016,siddha,Mookkadaippu,Inflammation of the nasal mucosa causing congestion and discharge.,Rhinitis
SI-0017,siddha,Sevi Soraivu,Ear discharge due to infection or tympanic membrane perforation.,Otorrhoea
SI-0018,siddha,Thondai Soorai,Inflammation of palatine tonsils causing sore throat and fever.,Tonsillitis
SI-0019,siddha,Kann Thinai,Allergic inflammation of the conjunctiva causing itch and redness.,Allergic conjunctivitis
SI-0020,siddha,Kan Punn,"Open sore on the cornea, often infectious, causing pain and photophobia.",Corneal ulcer
SI-0021,siddha,Thamaraga Noi,Cardiac structural or functional disorder affecting perfusion or rhythm.,Heart disease
SI-0022,siddha,Athi Kuruthi Azhutham,Persistently elevated arterial blood pressure.,Hypertension
SI-0023,siddha,Neerizhivu (Madhumegam),Chronic hyperglycaemia due to impaired insulin secretion or action.,Diabetes mellitus
SI-0024,siddha,Siruneeraga Noi,Functional or structural abnormality of the urinary tract.,Urinary disorder
SI-0025,siddha,Moothirakiricharam,"Painful or difficult urination, often from infection or irritation.",Dysuria
SI-0026,siddha,Kalladaippu,Stones in the urinary tract causing colic and haematuria.,Urolithiasis
SI-0027,siddha,Soothagavali,Painful menstrual cramps from uterine contractions.,Dysmenorrhoea
SI-0028,siddha,Soothaga Thadai,Absence of menstruation beyond expected intervals.,Amenorrhoea
SI-0029,siddha,Vellai Noi,Non‑bloody vaginal discharge; may be physiological or infectious.,Leucorrhoea
SI-0030,siddha,Perumbadu,Excessive menstrual blood loss.,Menorrhagia
SI-0031,siddha,Karuppai Katti,Benign smooth‑muscle tumour of the uterus.,Uterine fibroid
SI-0032,siddha,Karuppai Veekam,Ectopic endometrium within the myometrium causing dysmenorrhoea.,Adenomyosis
SI-0033,siddha,Kadai Poopu Kollaru,Ectropion/exposed columnar epithelium on the cervix.,Cervical erosion
SI-0034,siddha,Nagir Katti,Fluid‑filled ovarian sac; functional or pathological.,Ovarian cyst
SI-0035,siddha,Mulaippai Katti,Palpable breast mass; benign or malignant aetiologies.,Breast lump
SI-0036,siddha,Pen Maladu,Failure to conceive after 12 months of unprotected intercourse.,Female infertility
SI-0037,siddha,Aan Maladu,Impaired male reproductive function leading to subfertility.,Male infertility
SI-0038,siddha,Nabunjagam,Persistent difficulty in achieving or maintaining erection.,Erectile dysfunction
SI-0039,siddha,Neer Andam,Fluid collection around the testis within the tunica vaginalis.,Hydrocele
SI-0040,siddha,Varpaadai,Dilated pampiniform venous plexus of the spermatic cord.,Varicocele
SI-0041,siddha,Vathakarnagam,Impaired coordination due to cerebellar or sensory dysfunction.,Ataxia
SI-0042,siddha,Pranalaya Vatham,Inherited progressive muscle‑fibre degeneration.,Muscular dystrophy
SI-0043,siddha,Aaguni Vatham,Primary disease of muscle causing weakness.,Myopathy
SI-0044,siddha,Nadukku Vatham,Syndrome of bradykinesia with rigidity and/or tremor.,Parkinsonism
SI-0045,siddha,Thalai Suttralai,Recurrent headache attacks with hypersensitivity ± aura.,Migraine
SI-0046,siddha,Sira Veppam,Pain in the head or face; primary or secondary.,Headache
SI-0047,siddha,Keel Vayu,Inflammation of joints causing pain and stiffness.,Arthritis
SI-0048,siddha,Azhal Keel Vayu,"Immune‑mediated joint inflammation (e.g., RA).",Inflammatory arthritis
SI-0049,siddha,Mudakku Vatham,Degenerative joint disease with cartilage loss.,Osteoarthritis
SI-0050,siddha,Siruviral Vatham,Median nerve compression at the wrist causing paresthesia.,Carpal tunnel syndrome
SI-0051,siddha,Ilaippu Vatham,Degenerative changes of cervical spine with neck pain.,Cervical spondylosis
SI-0052,siddha,Karappan,Pruritic inflammatory dermatitis with xerosis and vesicles.,Eczema
SI-0053,siddha,Sori,Chronic immune‑mediated dermatosis with scaly plaques.,Psoriasis
SI-0054,siddha,Kuttam,Non‑healing skin or mucosal ulceration.,Chronic ulcer
SI-0055,siddha,Ven Pulli,Acquired depigmentation due to melanocyte loss.,Vitiligo
SI-0056,siddha,Paama Noi,Pruritic infestation by Sarcoptes scabiei.,Scabies
SI-0057,siddha,Sirangu,Dermatophyte fungal infection of keratinized tissues.,Tinea
SI-0058,siddha,Kalkaadai,Benign epidermal proliferations due to HPV.,Warts
SI-0059,siddha,Maanthar,Transient pruritic wheals due to histamine release.,Urticaria
SI-0060,siddha,Punn,Deep folliculitis forming a painful boil.,Furuncle
SI-0061,siddha,Moolam,Venous cushions of anorectum causing bleeding/pain.,Haemorrhoids
SI-0062,siddha,Kadi Vatham,Abnormal tract between anal canal and perianal skin.,Anal fistula
SI-0063,siddha,Mudal Kattu,Linear tear of anoderm causing severe pain.,Anal fissure
SI-0064,siddha,Naatu Soorai,Sinus in natal cleft with hair and chronic infection.,Pilonidal sinus
SI-0065,siddha,Vasambu Pidippu,"Dilated, tortuous superficial leg veins from valve failure.",Varicose veins
SI-0066,siddha,Kaba Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0067,siddha,Vatha Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0068,siddha,Pitha Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0069,siddha,Mukkuttra Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0070,siddha,Thondai Vaatham,Inflammation of the pharynx causing sore throat.,Pharyngitis
SI-0071,siddha,Sevi Ootru,Ear discharge due to infection or tympanic membrane perforation.,Otorrhoea
SI-0072,siddha,Peenisam,Inflammation of paranasal sinuses causing facial pain.,Sinusitis
SI-0073,siddha,Neer Peenisam,Inflammation of paranasal sinuses causing facial pain.,Sinusitis
SI-0074,siddha,Siruneer Sotha,Bacterial infection of urinary tract; cystitis or pyelonephritis.,Urinary tract infection
SI-0075,siddha,Siruneer Perukkam,Increased voiding frequency without increased volume.,Urinary frequency
SI-0076,siddha,Soothaga Vellai,Normal increase in vaginal discharge without infection.,Physiological leucorrhoea
SI-0077,siddha,Soothaga Suram,Postpartum fever due to genital tract infection.,Puerperal fever
SI-0078,siddha,Mulaippai Vedippu,"Inflammation of breast tissue, often lactational.",Mastitis
SI-0079,siddha,Pazhuthi Vatham,Low back pain without radiculopathy.,Lumbago
SI-0080,siddha,Irumal Kaasam,Cough with sputum production.,Productive cough
SI-0081,siddha,Uthiravatham,Radicular leg pain from lumbosacral nerve‑root irritation.,Sciatica
SI-0082,siddha,Siragu Vatham,Pain around the scapula; musculoskeletal in origin.,Scapular pain
SI-0083,siddha,Vayu Mudakku,Reduced range of motion due to pain or fibrosis.,Joint stiffness
SI-0084,siddha,Kaalanjaga Padai,Inflammatory arthritis associated with psoriasis.,Psoriatic arthritis
SI-0085,siddha,Kuttam Karappan,Pruritic inflammatory dermatitis with xerosis and vesicles.,Eczema
SI-0086,siddha,Puzhu Kuttam,Infestation of tissues by fly larvae.,Myiasis
SI-0087,siddha,Sirangu Pulli,Malassezia‑related hypo/hyperpigmented macules.,Tinea versicolor
SI-0088,siddha,Sanni,Sudden involuntary muscle contractions due to neuronal discharge.,Convulsions
SI-0089,siddha,Ammai,Eradicated orthopoxvirus disease; retained for surveillance.,Smallpox
SI-0090,siddha,Siruneer Pidippu,Urinary retention: brief clinical description not available.,Urinary retention
SI-0091,siddha,Iraippai Soorai,Acute inflammation of stomach and intestines causing diarrhoea/vomiting.,Gastroenteritis
SI-0092,siddha,Vali Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0093,siddha,Azhal Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0094,siddha,Iyam Suram,"Elevation of body temperature, commonly due to infection or inflammation.",Fever
SI-0095,siddha,Vali Kaasam,Reflex to clear airways; may be acute or chronic.,Cough
SI-0096,siddha,Azhal Kaasam,Reflex to clear airways; may be acute or chronic.,Cough
SI-0097,siddha,Iyam Kaasam,Reflex to clear airways; may be acute or chronic.,Cough
SI-0098,siddha,Mukkuttra Kaasam,Reflex to clear airways; may be acute or chronic.,Cough
SI-0099,siddha,Vali Gunmam,Inflammation of the gastric mucosa.,Gastritis
SI-0100,siddha,Azhal Gunmam,Inflammation of the gastric mucosa.,Gastritis
SI-0101,siddha,Iyam Gunmam,Inflammation of the gastric mucosa.,Gastritis
SI-0102,siddha,Mukkuttra Gunmam,Inflammation of the gastric mucosa.,Gastritis
SI-0103,siddha,Vali Moolam,Venous cushions of anorectum causing bleeding/pain.,Haemorrhoids
SI-0104,siddha,Azhal Moolam,Venous cushions of anorectum causing bleeding/pain.,Haemorrhoids
SI-0105,siddha,Iyam Moolam,Venous cushions of anorectum causing bleeding/pain.,Haemorrhoids
SI-0106,siddha,Mukkuttra Moolam,Venous cushions of anorectum causing bleeding/pain.,Haemorrhoids
SI-0107,siddha,Vali Keel Vayu,Inflammation of joints causing pain and stiffness.,Arthritis
SI-0108,siddha,Iyam Keel Vayu,Inflammation of joints causing pain and stiffness.,Arthritis
SI-0109,siddha,Mukkuttra Keel Vayu,Inflammation of joints causing pain and stiffness.,Arthritis
SI-0110,siddha,Vali Thamaraga Noi,Cardiac structural or functional disorder affecting perfusion or rhythm.,Heart disease
SI-0111,siddha,Azhal Thamaraga Noi,Cardiac structural or functional disorder affecting perfusion or rhythm.,Heart disease
SI-0112,siddha,Iyam Thamaraga Noi,Cardiac structural or functional disorder affecting perfusion or rhythm.,Heart disease
SI-0113,siddha,Mukkuttra Thamaraga Noi,Cardiac structural or functional disorder affecting perfusion or rhythm.,Heart disease
SI-0114,siddha,Vali Eraippu Noi,Chronic airway inflammation with variable airflow limitation and wheeze.,Asthma
SI-0115,siddha,Azhal Eraippu Noi,Chronic airway inflammation with variable airflow limitation and wheeze.,Asthma
SI-0116,siddha,Iyam Eraippu Noi,Chronic airway inflammation with variable airflow limitation and wheeze.,Asthma
SI-0117,siddha,Mukkuttra Eraippu Noi,Chronic airway inflammation with variable airflow limitation and wheeze.,Asthma
SI-0118,siddha,Vali Kalladaippu,Stones in the urinary tract causing colic and haematuria.,Urolithiasis
SI-0119,siddha,Azhal Kalladaippu,Stones in the urinary tract causing colic and haematuria.,Urolithiasis
SI-0120,siddha,Iyam Kalladaippu,Stones in the urinary tract causing colic and haematuria.,Urolithiasis
SI-0121,siddha,Mukkuttra Kalladaippu,Stones in the urinary tract causing colic and haematuria.,Urolithiasis
SI-0122,siddha,Vali Athisaram,Diarrhoea: brief clinical description not available.,Diarrhoea
SI-0123,siddha,Azhal Athisaram,Diarrhoea: brief clinical description not available.,Diarrhoea
SI-0124,siddha,Iyam Athisaram,Diarrhoea: brief clinical description not available.,Diarrhoea
SI-0125,siddha,Mukkuttra Athisaram,Diarrhoea: brief clinical description not available.,Diarrhoea
SI-0126,siddha,Vali Kazhichal,Inflammatory diarrhoea with blood and mucus.,Dysentery
SI-0127,siddha,Azhal Kazhichal,Inflammatory diarrhoea with blood and mucus.,Dysentery
SI-0128,siddha,Iyam Kazhichal,Inflammatory diarrhoea with blood and mucus.,Dysentery
SI-0129,siddha,Mukkuttra Kazhichal,Inflammatory diarrhoea with blood and mucus.,Dysentery
SI-0130,siddha,Vali Malakattu,Infrequent or difficult stool passage.,Constipation
SI-0131,siddha,Azhal Malakattu,Infrequent or difficult stool passage.,Constipation
SI-0132,siddha,Iyam Malakattu,Infrequent or difficult stool passage.,Constipation
SI-0133,siddha,Mukkuttra Malakattu,Infrequent or difficult stool passage.,Constipation
SI-0134,siddha,Vali Neer Mookkadaippu,IgE‑mediated nasal inflammation with sneezing and rhinorrhoea.,Allergic rhinitis
SI-0135,siddha,Azhal Neer Mookkadaippu,IgE‑mediated nasal inflammation with sneezing and rhinorrhoea.,Allergic rhinitis
SI-0136,siddha,Iyam Neer Mookkadaippu,IgE‑mediated nasal inflammation with sneezing and rhinorrhoea.,Allergic rhinitis
SI-0137,siddha,Mukkuttra Neer Mookkadaippu,IgE‑mediated nasal inflammation with sneezing and rhinorrhoea.,Allergic rhinitis
SI-0138,siddha,Vali Vellai Noi,Non‑bloody vaginal discharge; may be physiological or infectious.,Leucorrhoea
SI-0139,siddha,Azhal Vellai Noi,Non‑bloody vaginal discharge; may be physiological or infectious.,Leucorrhoea
SI-0140,siddha,Iyam Vellai Noi,Non‑bloody vaginal discharge; may be physiological or infectious.,Leucorrhoea
SI-0141,siddha,Mukkuttra Vellai Noi,Non‑bloody vaginal discharge; may be physiological or infectious.,Leucorrhoea
SI-0142,siddha,Vali Soothagavali,Painful menstrual cramps from uterine contractions.,Dysmenorrhoea
SI-0143,siddha,Azhal Soothagavali,Painful menstrual cramps from uterine contractions.,Dysmenorrhoea
SI-0144,siddha,Iyam Soothagavali,Painful menstrual cramps from uterine contractions.,Dysmenorrhoea
SI-0145,siddha,Mukkuttra Soothagavali,Painful menstrual cramps from uterine contractions.,Dysmenorrhoea
SI-0146,siddha,Vali Soothaga Thadai,Absence of menstruation beyond expected intervals.,Amenorrhoea
SI-0147,siddha,Azhal Soothaga Thadai,Absence of menstruation beyond expected intervals.,Amenorrhoea
SI-0148,siddha,Iyam Soothaga Thadai,Absence of menstruation beyond expected intervals.,Amenorrhoea
SI-0149,siddha,Mukkuttra Soothaga Thadai,Absence of menstruation beyond expected intervals.,Amenorrhoea
SI-0150,siddha,Vali Karappan,Pruritic inflammatory dermatitis with xerosis and vesicles.,Eczema
SI-0151,siddha,Azhal Karappan,Pruritic inflammatory dermatitis with xerosis and vesicles.,Eczema
SI-0152,siddha,Iyam Karappan,Pruritic inflammatory dermatitis with xerosis and vesicles.,Eczema
SI-0153,siddha,Mukkuttra Karappan,Pruritic inflammatory dermatitis with xerosis and vesicles.,Eczema
SI-0154,siddha,Vali Sori,Chronic immune‑mediated dermatosis with scaly plaques.,Psoriasis
SI-0155,siddha,Azhal Sori,Chronic immune‑mediated dermatosis with scaly plaques.,Psoriasis
SI-0156,siddha,Iyam Sori,Chronic immune‑mediated dermatosis with scaly plaques.,Psoriasis
SI-0157,siddha,Mukkuttra Sori,Chronic immune‑mediated dermatosis with scaly plaques.,Psoriasis
SI-0158,siddha,Vali Kuttam,Non‑healing skin or mucosal ulceration.,Chronic ulcer
SI-0159,siddha,Azhal Kuttam,Non‑healing skin or mucosal ulceration.,Chronic ulcer
SI-0160,siddha,Iyam Kuttam,Non‑healing skin or mucosal ulceration.,Chronic ulcer
SI-0161,siddha,Mukkuttra Kuttam,Non‑healing skin or mucosal ulceration.,Chronic ulcer
SI-0162,siddha,Vali Erumal,Cough persisting for eight weeks or more.,Chronic cough
SI-0163,siddha,Azhal Erumal,Cough persisting for eight weeks or more.,Chronic cough
SI-0164,siddha,Iyam Erumal,Cough persisting for eight weeks or more.,Chronic cough
SI-0165,siddha,Mukkuttra Erumal,Cough persisting for eight weeks or more.,Chronic cough
SI-0166,siddha,Vali Mudakku Vatham,Degenerative joint disease with cartilage loss.,Osteoarthritis
SI-0167,siddha,Azhal Mudakku Vatham,Degenerative joint disease with cartilage loss.,Osteoarthritis
SI-0168,siddha,Iyam Mudakku Vatham,Degenerative joint disease with cartilage loss.,Osteoarthritis
SI-0169,siddha,Mukkuttra Mudakku Vatham,Degenerative joint disease with cartilage loss.,Osteoarthritis
